epoch, es_acc, acc, acc_class0, acc_class1, es_auc, wgd_auc, auc, auc_class0, auc_class1, wgd_f1, f1, es_sensitivity, sensitivity, sensitivity_class0, sensitivity_class1, es_specificity, specificity, specificity_class0, specificity_class1, dpd, dpr, eod, eor, path
9, 0.0000, 0.9344, 0.9345, 0.9333, 0.0000, 0.0079, 0.9730, 0.9725, 0.9883, 0.0001, 0.3220, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0038, 0.0000, 0.0000, 0.0000, ./results/dr_fundus_hispanic_baseline/fullysup_efficientnet_fundus_Taskcls_lr5e-5_bz18_auc0.9730
