epoch, es_acc, acc, acc_class0, acc_class1, es_auc, wgd_auc, auc, auc_class0, auc_class1, wgd_f1, f1, es_sensitivity, sensitivity, sensitivity_class0, sensitivity_class1, es_specificity, specificity, specificity_class0, specificity_class1, dpd, dpr, eod, eor, path
8, 0.0000, 0.9378, 0.9391, 0.9000, 0.0000, 0.0109, 0.9654, 0.9644, 0.9861, 0.0036, 0.3228, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0207, 0.0000, 0.0000, 0.0000, ./results/dr_fundus_hispanic_baseline/fullysup_wideresnet_fundus_Taskcls_lr5e-5_bz18_auc0.9654
