epoch, es_acc, acc, acc_class0, acc_class1, es_auc, wgd_auc, auc, auc_class0, auc_class1, wgd_f1, f1, es_sensitivity, sensitivity, sensitivity_class0, sensitivity_class1, es_specificity, specificity, specificity_class0, specificity_class1, dpd, dpr, eod, eor, path
7, 0.0000, 0.9322, 0.9345, 0.8667, 0.0000, 0.0083, 0.9700, 0.9704, 0.9539, 0.0131, 0.3391, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0605, 0.0000, 0.0000, 0.0000, ./results/dr_fundus_hispanic_baseline/fullysup_resnet_fundus_Taskcls_lr5e-5_bz18_auc0.9700
